Rok(y) podpory,Název žadatele,Název projektu,Oblast podpory,Poskytovatel dotace,Přidělená částka [Kč],Název výzvy;;;;
"2018,""KČT, oblast Moravskoslezská"",Turistika dětí a mládeže,Oblast tělovýchovy a sportu,Magistrát města Ostravy,285000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Cyklistické sdružení MAX-CURSOR, z.s."",OSTRAVSKÝ CHACHAR 2018,Oblast sportovních akcí,Magistrát města Ostravy,250000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""THeatr ludem, z. s."",Zdravotní prevence a osvěta na 1.stupni ZŠ skrze divadelní lekce s loutkami 2018,Oblast zdravotnictví,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""THeatr ludem, z. s."",""Vzdělávání prostřednictvím dramatu – zážitkové dramadílny pro ZŠ, MŠ a SŠ v Ostravě 2018"",Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""""""TJ UNIE HLUBINA z.s."""""",Celoroční činnost dětí a mládeže,Oblast tělovýchovy a sportu,Magistrát města Ostravy,90000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""THeatr ludem, z. s."",Terapie loutkou 2018,Oblast podpora osob s handicapem,Magistrát města Ostravy,170000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,Centrum pro rodinu a sociální péči z. s.,""Středisko VÝZVA – PŮJČOVNA kompenzačních, rehabilitačních, didaktických pomůcek a speciálního sportovního vybavení pro děti a mladé lidi se zdravotním postižením"",Oblast podpora osob s handicapem,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Centrum pro dítě s diabetem, z.s."",Letní zdravotně edukační tábor pro děti s diabetem 2018,Oblast zdravotnictví,Magistrát města Ostravy,45000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Centrum pro dítě s diabetem, z.s."",Společně vše zvládneme 2018 - tábor pro rodiče s dětmi,Oblast zdravotnictví,Magistrát města Ostravy,12000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""BabyFit, spolek"",Celoroční podpora zájmové a volnočasové činnosti dětí a rodičů,Oblast volného času,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Ostrava Steelers, z.s."",Celoroční činnost amerického fotbabalu Ostrava Steelers 2018,Oblast tělovýchovy a sportu,Magistrát města Ostravy,100000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
2018,RSK Svinov z.s.,Podpora celoroční činnosti a materiálové základny RSK Svinov,Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas;;;;
"2018,""Centrum pro dítě s diabetem, z.s."",""""""Zkvalitnit život dětí s diabetem 2018"""""",Oblast podpora osob s handicapem,Magistrát města Ostravy,130000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Tělovýchovná jednota Ostrava,Podpora mužstva TJ Ostrava v extralize stolního tenisu ,Oblast významných sportovních klubů,Magistrát města Ostravy,800000,Program na podporu Vrcholového sportu z rozpočtu SMO;;;;
2018,Tělovýchovná jednota Ostrava,Podpora družstva žen TJ Ostrava v extralize a evropských pohárech,Oblast významných sportovních klubů,Magistrát města Ostravy,3500000,Program na podporu Vrcholového sportu z rozpočtu SMO;;;;
"2018,""Český rybářský svaz, z. s.,  místní organizace Ostrava"",Systematické zabezpečení celoročních a dlouhodobých aktivit rybářských kroužků dětí a mládeže,Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Asociace TOM ČR, TOM 4330 Hogan"",Podpora celoroční činnosti TOM Hogan,Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
2018,BK SNAKES OSTRAVA  z.s.,Mezinárodní basketbalový turnaj  X-Mas Cup 2018 (4.ročník),Oblast sportovních akcí,Magistrát města Ostravy,100000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Tělovýchovná jednota Ostrava,CZECH OPEN 2018 - Para Table Tennis,Oblast tělovýchovy a sportu,Magistrát města Ostravy,170000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Sportovně Střelecký klub Poruba, Skalka - zapsaný spolek"",""Systematická sportovní a tělovýchovná celoroční činnost sportovních subjektů, jejichž cílem je vytvoření zázemí-podmínek pro sportovní činnost dětí a mládeže"",Oblast tělovýchovy a sportu,Magistrát města Ostravy,40000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
2018,BK SNAKES OSTRAVA  z.s.,Výchova vrcholových sportovců basketbalu BK Snakes Ostrava z.s.,Oblast tělovýchovy a sportu,Magistrát města Ostravy,400000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Tělovýchovná jednota Ostrava,Významné sportovní akce pořádané TJ Ostrava v roce 2018,Oblast sportovních akcí,Magistrát města Ostravy,50000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Asociace TRIGON, o.p.s."",Aktivační a motivační středisko,Oblast podpora osob s handicapem,Magistrát města Ostravy,300000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,BK SNAKES OSTRAVA  z.s.,Basketbal všem členům BK Snakes Ostrava z.s.,Oblast tělovýchovy a sportu,Magistrát města Ostravy,500000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Základní škola Slezská Ostrava, Pěší 1, příspěvková organizace"",Brzy budu školákem,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Základní škola Ostrava - Petřkovice,Co v čítance nenajdu - aneb čtením získávám rozhled,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018;;;;
2018,Sun Drive Communications s.r.o.,Top senior Ostrava,Oblast rodinná politika,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Nadační fond Historie dobrodružství,Niké Richarda Konkolského se vrací domů!!!,Oblast školství,Magistrát města Ostravy,110000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018;;;;
2018,Centrum pro rodinu a sociální péči z. s.,MEDIACE - podpora zkvalitňování rodinných vztahů 2018,Oblast sociální péče,Magistrát města Ostravy,200000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Sun Drive Communications s.r.o.,Svátek seniorů,Oblast rodinná politika,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018-2020,Spolek Jazz Open Ostrava,JAZZ OPEN OSTRAVA,Oblast kultura,Magistrát města Ostravy,1500000,Výběrové řízení na poskytnutí peněžních prostředků na jednoleté projekty pro rok 2018 a víceleté projekty pro rok 2018 - 2020 v oblasti kultury;;;;
2018,Tělovýchovná jednota Ostrava,Zabezpečení sportovního centra mládeže ve volejbale a stolním tenise,Oblast tělovýchovy a sportu,Magistrát města Ostravy,600000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""VK Polanka nad Odrou, z.s."",""Podpora celoroční tréninkové činnosti, účasti v mistrovských soutěžích a sportovních akcích dětí a mládeže v roce 2018"",Oblast tělovýchovy a sportu,Magistrát města Ostravy,60000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Tutorie, z. s."",Kometa 2018,Oblast prevence kriminality - osoby,Magistrát města Ostravy,150000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Středisko volného času, Ostrava - Moravská Ostrava, příspěvková organizace"",""""""CO JEŠTĚ NEUMÍME"""""",Oblast školství,Magistrát města Ostravy,70000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Fakultní nemocnice Ostrava,III.. Mezioborové sympozium s mezinárodní účastí,Oblast zdravotnictví,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,MIKASA z.s.,""Pobytové aktivity pro osoby se středně těžkým a těžkým mentálním postižením, více vadami, autismem a atypickým chováním"",Oblast zdravotnictví,Magistrát města Ostravy,30000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Pionýr, z. s. - Pionýrská skupina Ještěr"",10. ročník akce Halloween pro děti a 25. výročí založení PS Ještěr,Oblast volného času,Magistrát města Ostravy,5000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Středisko volného času Korunka, Ostrava - Mariánské Hory, příspěvková organizace"",Cyklus dětských divadelních a recitačních přehlídek a dílen,Oblast kultura,Magistrát města Ostravy,50000,Mimořádný příspěvek";;;;
"2018,""Pionýr, z. s. - Pionýrská skupina Ještěr"",Celoroční pravidelná činnost Pionýrské skupiny Ještěr pro rok 2018,Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
2018,Tělovýchovná jednota Ostrava,Podpora pravidelné sportovní činnosti dětí a mládeže v TJ Ostrava,Oblast tělovýchovy a sportu,Magistrát města Ostravy,400000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Rodinné a komunitní centrum Chaloupka z.s.,Rodina v centru Ostravy!!!,Oblast rodinná politika,Magistrát města Ostravy,100000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Středisko volného času Korunka, Ostrava - Mariánské Hory, příspěvková organizace"",Nové zájmové útvary a akce v Korunce,Oblast školství,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Bílý kruh bezpečí, z.s."",Intervenční centrum pro osoby ohrožené domácím násilím,Oblast sociální péče,Magistrát města Ostravy,150000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Rodinné a komunitní centrum Chaloupka z.s.,Tátafest 2018,Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas;;;;
"2018,""Střední škola společného stravování, Ostrava-Hrabůvka, příspěvková organizace"",Mladý průvodce 2018,Oblast školství,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Bílý kruh bezpečí, z.s."",Poradna pro oběti trestné činnosti v Ostravě,Oblast sociální péče,Magistrát města Ostravy,150000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""""""spolek Fiducia"""""",VÝTVARNÉ A LITERÁRNÍ ATELIÉRY PRO DĚTI A JEJICH RODIČE/PRARODIČE VE FIDUCII 2018,Oblast volného času,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Ateliér pro děti a mládež při Národním divadle moravskoslezském, spolek"",""Divadelní ateliér - """"dramaťák při divadle"""""",Oblast volného času,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
2018,Rodinné a komunitní centrum Chaloupka z.s.,Aktivity dětí a rodičů v Rodinném a komunitním centru Chaloupka v Ostravě 2018,Oblast volného času,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas;;;;
"2018,""Škola taekwon-do ITF Ostrava, z.s."",Podpora dětí a mládeže cvičící korejské taekwondo,Oblast tělovýchovy a sportu,Magistrát města Ostravy,90000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Armáda spásy v České republice, z. s."",""Armáda Spásy, Prevence bezdomovectví Ostrava"",Oblast sociální péče,Magistrát města Ostravy,1220000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Gymnázium, Ostrava-Zábřeh, Volgogradská 6a, příspěvková organizace"",Zájmové kroužky pro žáky Gymnázia Volgogradská,Oblast školství,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Armáda spásy v České republice, z. s."",""Armáda spásy, Sociálně aktivizační služby pro seniory Ostrava"",Oblast sociální péče,Magistrát města Ostravy,450000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Armáda spásy v České republice, z. s."",""Armáda spásy, Nízkoprahové zařízení pro děti a mládež Ostrava Přívoz"",Oblast sociální péče,Magistrát města Ostravy,200000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Andělé Stromu života p. s.,Mobilní hospic Strom života,Oblast zdravotnictví,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Dobrovolnické hospicové centrum,Oblast zdravotnictví,Magistrát města Ostravy,85000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní středisko sv. Kryštofa - mobilní hospic,Oblast zdravotnictví,Magistrát města Ostravy,198000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,SK DNF z.s.,Trail Ostrava 2018,Oblast sportovních akcí,Magistrát města Ostravy,50000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Charita Ostrava,Hospic sv. Lukáše,Oblast zdravotnictví,Magistrát města Ostravy,500000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Základní škola a mateřská škola Ostrava-Zábřeh, Kosmonautů 13, příspěvková organizace"",Ve školce se nenudíme!,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Charita Ostrava,Právo pro život VIII.,Oblast prevence kriminality - osoby,Magistrát města Ostravy,100000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Šatník Charity Ostrava,Oblast sociální péče,Magistrát města Ostravy,30000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Poradna Charity Ostrava,Oblast sociální péče,Magistrát města Ostravy,200000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní středisko Michala Magone - nízkoprahové zařízení pro děti a mládež,Oblast sociální péče,Magistrát města Ostravy,800000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní středisko Michala Magone - krizová pomoc,Oblast sociální péče,Magistrát města Ostravy,550000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní středisko sv. Lucie - sociální rehabilitace,Oblast sociální péče,Magistrát města Ostravy,300000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní hospicová poradna,Oblast sociální péče,Magistrát města Ostravy,130000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní středisko Gabriel - komunitní centrum pro seniory,Oblast sociální péče,Magistrát města Ostravy,100000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Charita Ostrava,Charitní dům sv. Alžběty-denní centrum,Oblast sociální péče,Magistrát města Ostravy,200000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Základní škola a mateřská škola Ostrava-Zábřeh, Kosmonautů 13, příspěvková organizace"",Podpora volnočasových činností na základní škole Kosmonautů 13 a příprava 13. ročníku výstavy Ostrava očima dětí,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Marcel Klimeš,Celoroční systémová činnost badmintonového klubu SportclubMetalurg,Oblast tělovýchovy a sportu,Magistrát města Ostravy,0,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""DANTER - reklama a potisk, s.r.o."",VII. Kardiovaskulární dny ,Oblast zdravotnictví,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Lezení do škol z.s.,Boulder víkend Ostrava 2018,Oblast sportovních akcí,Magistrát města Ostravy,0,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Rizika internetu a komunikačních technologií,Ostrava - město odpovědných škol 2018,Oblast prevence kriminality - osoby,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,DANCE STUDIO LIKE s.r.o.,Taneční soutěž PRO-AM dospělých a soutěž neregistrovaných dětí ve společenském tanci,Oblast sportovních akcí,Magistrát města Ostravy,0,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Waldorfská základní škola a mateřská škola Ostrava, příspěvková organizace"",Hudební workshopy a muzikoterapie v MŠ,Oblast školství,Magistrát města Ostravy,60000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Waldorfská základní škola a mateřská škola Ostrava, příspěvková organizace"",Tradiční řemesla,Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Oblastní spolek Českého červeného kříže Ostrava,SVZ/ZDRAV Hrad žije první pomocí,Oblast zdravotnictví,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Ostravská univerzita,Vybraná onemocnění nohy - prevence,Oblast zdravotnictví,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Junák - český skaut, okres Ostrava - město, z. s."",Skauti pro veřejnost ,Oblast volného času,Magistrát města Ostravy,30000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Asociace TRIGON, o.p.s."",Bydlíme! 2018,Oblast sociální péče,Magistrát města Ostravy,450000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Diakonie ČCE - středisko v Ostravě,Domovinka pro seniory - denní stacionář,Oblast sociální péče,Magistrát města Ostravy,350000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,Rodinné a komunitní centrum Chaloupka z.s.,Prorodinné aktivity na Slezské Ostravě,Oblast rodinná politika,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Potravinová banka v Ostravě, z.s."",Potravinová banka v Ostravě 2018,Oblast sociální péče,Magistrát města Ostravy,250000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Mateřská škola Ostrava-Radvanice, Těšínská 279, příspěvková organizace"",Spojujeme rodiny,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Společnost pro podporu lidí s mentálním postižením Ostrava, z.s."",Zájmová a aktivizační činnost,Oblast podpora osob s handicapem,Magistrát města Ostravy,60000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Diakonie ČCE - středisko v Ostravě,Domovinka pro seniory - týdenní stacionář,Oblast sociální péče,Magistrát města Ostravy,700000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
2018,ELITÉ OSTRAVA z. s.,Mažoretky ELITÉ OSTRAVA v roce 2018,Oblast tělovýchovy a sportu,Magistrát města Ostravy,80000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Sportovní klub vozíčkářů Ostrava, spolek"",Podpora činnosti Sportovního klubu vozíčkářů Ostrava v roce 2018,Oblast tělovýchovy a sportu,Magistrát města Ostravy,80000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Středisko volného času, Ostrava - Moravská Ostrava, příspěvková organizace"",""""""UMĚLECKÉ PŘEHLÍDKY SVČ A PODPORA TALENTŮ"""" (kód: ŠaS/ŠKOL)"",Oblast školství,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Spolek Fides,Zdravý životní styl nás baví 2018,Oblast volného času,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas;;;;
"2018,""Wannado, z.s."",FESTIVAL SPORŤÁČEK,Oblast sportovních akcí,Magistrát města Ostravy,50000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""FBK Škorpioni Ostrava, z.s."",Celoroční činnost dětí ve florbalovém oddílu FBK Škorpioni Ostrava v roce 2018,Oblast tělovýchovy a sportu,Magistrát města Ostravy,90000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
2018,Tělocvičná jednota Sokol Ostrava - Plesná,26. ročník cyklozávodu Plesenská stezka,Oblast sportovních akcí,Magistrát města Ostravy,20000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Tělocvičná jednota Sokol Ostrava - Plesná,Zabezpečení celoroční činnosti oddílu badmintonu v r.2018,Oblast tělovýchovy a sportu,Magistrát města Ostravy,25000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
2018,Ing. Leopold Sulovský,ČESKÁ HOROLEZECKÁ EXPEDICE MOUNT COOK 2018,Oblast sportovních akcí,Magistrát města Ostravy,100000,Program na podporu tělovýchovy a sportu z rozpočtu SMO;;;;
"2018,""Základní škola pro sluchově postižené a Mateřská škola pro sluchově postižené, Ostrava - Poruba, příspěvková organizace"",Příroda a ...,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Svépomocná společnost Mlýnek, z.s."",Svépomoc s pomocí,Oblast podpora osob s handicapem,Magistrát města Ostravy,460000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Základní škola, Ostrava-Poruba, Bulharská 1532, příspěvková organizace"",Život na Bulharské,Oblast školství,Magistrát města Ostravy,60000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,BoKolobka tým Ostrava z.s.,Koloběžky do škol Ostrava,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018;;;;
2018,Diecézní charita ostravsko-opavská,Sociálně aktivizační služby ve Vesničce soužití a okolí,Oblast sociální péče,Magistrát města Ostravy,250000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Svépomocná společnost Mlýnek, z.s."",Rekondiční pobyty 2018,Oblast zdravotnictví,Magistrát města Ostravy,20000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
"2018,""Mateřská škola Ostrava, Na Jízdárně 19a, příspěvková organizace"",""Teď nás právě napadlo, zahrajem si divadlo"",Oblast školství,Magistrát města Ostravy,60000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""T.T.TRADE-VÍTKOVICE, a.s."",19.ročník CZECH DANCE OPEN OSTRAVA 2018 a Galashow s Latinou,Oblast sportovních akcí,Magistrát města Ostravy,0,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Blue Volley Ostrava, z.s."",Podpora činnosti SpS Blue Volley Ostrava,Oblast tělovýchovy a sportu,Magistrát města Ostravy,100000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
"2018,""Svaz postižených civilizačními chorobami v ČR, z.s., městská organizace Ostrava"",Podpora celoroční činnosti poradenského centra SPCCH Ostrava ve prospěch zdravotně postižených a seniorů ,Oblast podpora osob s handicapem,Magistrát města Ostravy,80000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti";;;;
2018,Diecézní charita ostravsko-opavská,Poradenské a informační centrum,Oblast sociální péče,Magistrát města Ostravy,250000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Mateřská škola Slezská Ostrava, Bohumínská 68, příspěvková organizace"",""Svátky a tradice, blízké jsou nám velice"",Oblast školství,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
2018,Charita sv. Alexandra,Poradna sv. Alexandra,Oblast sociální péče,Magistrát města Ostravy,200000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2018 včetně Podmínek pro jednotlivé oblasti;;;;
"2018,""Dětský folklorní soubor - HOLÚBEK, z.s."",""Mezinárodní dětský folklorní festival  """"DĚTI A TRADICE"""""",Oblast kultura,Magistrát města Ostravy,80000,Výběrové řízení na poskytnutí peněžních prostředků na jednoleté projekty pro rok 2018 a víceleté projekty pro rok 2018 - 2020 v oblasti kultury";;;;
"2018,""Art Vítkovice, z.s."",Třistatřicet čuníků,Oblast volného času,Magistrát města Ostravy,25000,Program na poskytování peněžních prostředků  na podporu projektů v oblasti volný čas";;;;
"2018,""Základní škola Ostrava, Matiční 5, příspěvková organizace"",Děti čtou dětem anglicky,Oblast školství,Magistrát města Ostravy,40000,Program na poskytování peněžních prostředků z rozpočtu statutárního města Ostravy na rok 2018";;;;
"2018,""Blue Volley Ostrava, z.s."",Celoroční systematické aktivity s dětmi a mládeží - barevný minivolejbal a volejbal,Oblast tělovýchovy a sportu,Magistrát města Ostravy,400000,Program na podporu tělovýchovy a sportu z rozpočtu SMO";;;;
