Odbor,Odbor SML,Oddělení,D-P,oPar,Pol,Nas,Zdr,ÚZ,ORJ,ORG,Typ položky,Organizace,Název ORG,Skutečnost 2018,Skutečnost 2019,Schválený 2020,Upravený k 30.9.2020,Skutečnost k 30.9.2020,Návrh 2021,fond,Název fondu
1000,Městská policie ,10000000,B,5311,5153,,,,1,20018000000,Plyn,SML,Plyn,24613,15018,28000,28000,15561,28000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5154,,,,1,20017000000,Elektrická energie,SML,Elektrická energie,96925,94365,130000,130000,70784,130000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5154,,,,1,20128000000,Elektrická energie,SML,Elektrická energie kamery,18775,16725,72000,72000,24599,72000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5156,,,,1,20019000000,Pohonné hmoty a maziva,SML,Pohonné hmoty a maziva,808677,765426,948000,948000,529448,948000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5161,,,,1,20023000000,Poštovní služby,SML,Služby pošt,3435,2409,5000,5000,1472,5000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5162,,,,1,20024000000,Služby elektronických komunikací ,SML,Služby telekomunikací a radiokomunikací,359770,497207,530000,530000,371726,530000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5163,,,,1,20129000000,Služby peněžních ústavů,SML,"Poplatek za zpracování mezd-ČS,as",157,,,,,,0,bez fondu
1000,Městská policie ,10000000,B,5311,5164,,,,1,20021000000,Nájemné,SML,Nájemné,176872,188247,230000,260000,161919,260000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5166,,,,1,20005000000,"Konzultační, poradenské a právní služby",SML,"Konzultační, poradenské a právní služby",,,0,0,,20000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5167,,,,1,20130000000,Služby školení a vzdělávání,SML,Školení a vzdělávání strážníků,50156,40074,101000,44000,9780,101000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5168,,,,1,20235000000,Zpracování dat a služby souv. s inf. a kom.technol,SML,Služby zpracování dat,,18800,10000,66000,44112,46000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5169,,,,1,20006000000,Nákup ostatních služeb ,SML,Nákup ostatních služeb,467787,633779,644000,538000,284828,538000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5169,,,,1,20132000000,Nákup ostatních služeb ,SML,Stravné,691695,729125,1089000,1089000,633050,989000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5169,,,,1,20133000000,Nákup ostatních služeb ,SML,"Služby - nové projekty,podíl obce",6594,,41000,0,,41000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5169,,,,1,20134000000,Nákup ostatních služeb ,SML,Služby - kamerový systém,3000,,12000,12000,5058,12000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5171,,,,1,20007000000,Opravy a udržování,SML,Opravy a udržování,836093,579238,682000,863639,654659,757528,0,bez fondu
1000,Městská policie ,10000000,B,5311,5171,,,,1,20135000000,Opravy a udržování,SML,Oprava městského kamerového systému,47375,39783,534000,334000,35738,991472,0,bez fondu
1000,Městská policie ,10000000,B,5311,5172,,,,1,20136000000,Programové vybavení ,SML,Programové vybavení,,,15000,0,,15000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),24446,19242,63000,33000,,63000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5175,,,,1,20008000000,Pohoštění,SML,Pohoštění,19692,18224,20000,20000,271,20000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5176,,,,1,20254000000,Účastnické poplatky na konference,SML,Účastnické poplatky na konferenci,1200,7041,2000,9000,7330,2000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5179,,,,1,20189000000,Ostatní nákupy j.n,SML,Členské příspěvky,12500,26500,1000,24500,14500,24500,0,bez fondu
1000,Městská policie ,10000000,B,5311,5192,,,,1,21746000000,Poskytnuté náhrady,SML,Poskytnuté náhrady,,86065,50000,100000,62265,50000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5194,,,,1,20040000000,Věcné dary,SML,Věcné dary,12907,20904,25000,35000,26545,55000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5361,,,,1,20043000000,Nákup kolků ,SML,Nákup kolků,9000,31000,10000,30000,28000,30000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5362,,,,1,20032000000,Platby daní a poplatků státnímu rozpočtu,SML,Platby daní a poplatků státnímu rozpočtu,,6880,8000,8000,6000,8000,0,bez fondu
1000,Městská policie ,10000000,B,5311,5362,,,,1,20137000000,Platby daní a poplatků státnímu rozpočtu,SML,Poplatek ČTÚ-kamerový systém,15125,5000,29000,29000,6000,29000,0,bez fondu
1000,Městská policie ,10000000,B,6171,5173,,,,1,20002000000,Cestovné (tuzemské i zahraniční),SML,Cestovné (tuzemské i zahraniční),-34,,,,,,0,bez fondu
1000,Městská policie ,10000000,B,6171,5192,,,,1,20385000000,Poskytnuté náhrady,SML,Dispoziční fond,22983,24782,30000,30000,,30000,0,bez fondu
1000,Městská policie ,10000000,B,6171,5499,,,,1,20386000000,Ostatní neinvestiční transfery obyvatelstvu,SML,Péče o zaměstnance,247946,370769,385000,535000,311739,385000,0,bez fondu
1000,Městská policie ,10000000,K,5311,6122,,,,1,20138000000,"Stroje, přístroje, zařízení",SML,"Stroje, přístroje",269505,339338,500000,300000,13800,300000,0,bez fondu
1000,Městská policie ,10000000,K,5311,6122,,,,1,21345000000,"Stroje, přístroje, zařízení",SML,Rozšíření MKDS – Liberec,194733,,,,,,0,bez fondu
1000,Městská policie ,10000000,K,5311,6122,,,14990,1,21345000000,"Stroje, přístroje, zařízení",SML,Rozšíření MKDS – Liberec,471420,,,,,,0,bez fondu
1000,Městská policie ,10000000,K,5311,6123,,,,1,20139000000,Dopravní prostředky,SML,Dopravní prostředky,630198,1724387,600000,500000,,600000,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,,,,1,21310002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Férové školy v Liberci –přímé náklady,11587,12911,0,7461,7461,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,,,,1,21835000000,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Rezerva - „Férové školy II“,,,0,354771,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,,,,1,21835002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Férové školy v Liberci –přímé náklady,,,0,6141,6141,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,103,1,33063,1,21310002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Férové školy v Liberci –přímé náklady,23172,25821,0,14923,14923,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,103,1,33063,1,21835000000,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Rezerva - „Férové školy II“,,,0,745418,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,103,1,33063,1,21835002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Férové školy v Liberci –přímé náklady,,,0,12281,12281,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,103,5,33063,1,21310002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Férové školy v Liberci –přímé náklady,196960,219478,0,126842,126842,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,103,5,33063,1,21835000000,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Rezerva - „Férové školy II“,,,0,6336062,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5011,103,5,33063,1,21835002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Férové školy v Liberci –přímé náklady,,,0,104387,104387,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,,,,1,21310002800,Ostatní osobní výdaje,SML,Férové školy v Liberci –přímé náklady,146283,154385,0,104051,104051,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,,,,1,21310002900,Ostatní osobní výdaje,SML,Férové školy v Liberci –nepřímé náklady,28893,28679,0,141829,141829,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,,,,1,21835002800,Ostatní osobní výdaje,SML,Férové školy v Liberci –přímé náklady,,,0,26589,26589,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,,,,1,21835002900,Ostatní osobní výdaje,SML,Férové školy v Liberci –nepřímé náklady,,,0,7104,7104,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,1,33063,1,21310002800,Ostatní osobní výdaje,SML,Férové školy v Liberci –přímé náklady,292566,308768,0,207863,207863,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,1,33063,1,21310002900,Ostatní osobní výdaje,SML,Férové školy v Liberci –nepřímé náklady,57784,57357,0,18861,18638,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,1,33063,1,21835002800,Ostatní osobní výdaje,SML,Férové školy v Liberci –přímé náklady,,,0,53177,53177,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,1,33063,1,21835002900,Ostatní osobní výdaje,SML,Férové školy v Liberci –nepřímé náklady,,,0,14208,14208,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,5,33063,1,21310002800,Ostatní osobní výdaje,SML,Férové školy v Liberci –přímé náklady,2486815,2624531,0,1767517,1767517,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,5,33063,1,21310002900,Ostatní osobní výdaje,SML,Férové školy v Liberci –nepřímé náklady,491163,487534,0,158639,156743,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,5,33063,1,21835002800,Ostatní osobní výdaje,SML,Férové školy v Liberci –přímé náklady,,,0,452010,452010,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5021,103,5,33063,1,21835002900,Ostatní osobní výdaje,SML,Férové školy v Liberci –nepřímé náklady,,,0,120766,120766,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,,,,1,21310002800,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –přímé náklady,19385,21229,0,12936,12936,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,,,,1,21310002900,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –nepřímé náklady,5100,5000,0,2524,2524,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,,,,1,21835002800,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –přímé náklady,,,0,8118,8118,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,,,,1,21835002900,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –nepřímé náklady,,,0,1024,1024,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,1,33063,1,21310002800,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –přímé náklady,38768,42457,0,25873,25873,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,1,33063,1,21310002900,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –nepřímé náklady,10200,9999,0,5048,5048,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,1,33063,1,21835002800,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –přímé náklady,,,0,16233,16233,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,1,33063,1,21835002900,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –nepřímé náklady,,,0,2048,2048,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,5,33063,1,21310002800,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –přímé náklady,329529,360888,0,219919,219919,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,5,33063,1,21310002900,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –nepřímé náklady,86700,84995,0,42909,42909,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,5,33063,1,21835002800,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –přímé náklady,,,0,137984,137984,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5031,103,5,33063,1,21835002900,Povinné poj.na soc.zab.a přísp.na st.pol.zaměstnanosti,SML,Férové školy v Liberci –nepřímé náklady,,,0,17404,17404,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,,,,1,21310002800,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –přímé náklady,3068,7490,0,4696,4696,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,,,,1,21310002900,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –nepřímé náklady,1837,1808,0,916,916,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,,,,1,21835002800,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –přímé náklady,,,0,2946,2946,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,,,,1,21835002900,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –nepřímé náklady,,,0,372,372,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,1,33063,1,21310002800,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –přímé náklady,6035,14980,0,9391,9391,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,1,33063,1,21310002900,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –nepřímé náklady,3672,3614,0,1832,1832,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,1,33063,1,21835002800,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –přímé náklady,,,0,5892,5892,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,1,33063,1,21835002900,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –nepřímé náklady,,,0,743,743,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,5,33063,1,21310002800,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –přímé náklady,52152,127329,0,79830,79830,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,5,33063,1,21310002900,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –nepřímé náklady,31211,30722,0,15572,15572,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,5,33063,1,21835002800,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –přímé náklady,,,0,50072,50072,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5032,103,5,33063,1,21835002900,Povinné poj.na veřejné zdravotní pojištění,SML,Férové školy v Liberci –nepřímé náklady,,,0,6315,6315,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5038,,,,1,21310002800,Povinné pojistné na úrazové pojištění,SML,Férové školy v Liberci –přímé náklady,748,349,0,221,221,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5038,,,,1,21310002900,Povinné pojistné na úrazové pojištění,SML,Férové školy v Liberci –nepřímé náklady,149,121,0,41,41,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5038,103,1,33063,1,21310002800,Povinné pojistné na úrazové pojištění,SML,Férové školy v Liberci –přímé náklady,1495,698,0,441,441,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5038,103,1,33063,1,21310002900,Povinné pojistné na úrazové pojištění,SML,Férové školy v Liberci –nepřímé náklady,298,241,0,82,82,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5038,103,5,33063,1,21310002800,Povinné pojistné na úrazové pojištění,SML,Férové školy v Liberci –přímé náklady,12704,5931,0,3749,3749,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3299,5038,103,5,33063,1,21310002900,Povinné pojistné na úrazové pojištění,SML,Férové školy v Liberci –nepřímé náklady,2522,2048,0,697,697,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3792,5021,104,1,13013,1,21017000000,Ostatní osobní výdaje,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,23515,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3792,5021,104,5,13013,1,21017000000,Ostatní osobní výdaje,SML,OP Zaměstnanost – Strategické dokumenty města Libe,,,0,199875,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,3799,5021,,,,1,21245000000,Ostatní osobní výdaje,SML,Projekt BIDELIN ( územstudie zeleně),,,100000,100000,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,,,,1,21408002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Kontaktní sociální práce Liberec 2018 - 2020 (OP Z,32850,61662,0,51238,20078,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,,,,1,21408002900,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Kontaktní sociální práce Liberec 2018 - 2020 (OP Z,,,0,51239,1239,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,,,,1,21409002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Asistenti prevence kriminality – přímé výdaje,26822,48347,0,37489,37489,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,,,,1,21409002900,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,"Asistenti prevence kriminality,nepřímé výdaje",,3062,0,1579,1555,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,,,,1,21669002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Centrum bydlení Liberec -přímé výdaje,,,0,30000,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,,,,1,21877002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Asistenti prevence kriminality II - přímé výdaje,,,0,30000,,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,104,1,13013,1,21408002800,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Kontaktní sociální práce Liberec 2018 - 2020 (OP Z,65697,123323,0,147667,40156,,0,bez fondu
5,Odbor vnitřních věcí,50005,B,4378,5011,104,1,13013,1,21408002900,Platy zaměst. v pr.poměru vyjma zaměst. na služ.m.,SML,Kontaktní sociální práce Liberec 2018 - 2020 (OP Z,,,0,20478,2478,,0,bez fondu
